LAD11NM,LAD11CD,date,new_cases,total_cases,month,year,day
Lambeth,E09000022,19.5.20,2,1293,5,2020,19
Lewisham,E09000023,19.5.20,4,1131,5,2020,19
Merton,E09000024,19.5.20,10,864,5,2020,19
Newham,E09000025,19.5.20,0,1158,5,2020,19
Redbridge,E09000026,19.5.20,8,996,5,2020,19
Richmond upon Thames,E09000027,19.5.20,0,487,5,2020,19
Southwark,E09000028,19.5.20,1,1382,5,2020,19
Sutton,E09000029,19.5.20,9,914,5,2020,19
Tower Hamlets,E09000030,19.5.20,2,727,5,2020,19
Waltham Forest,E09000031,19.5.20,8,936,5,2020,19
Wandsworth,E09000032,19.5.20,4,1088,5,2020,19
Westminster,E09000033,19.5.20,1,712,5,2020,19
Barking and Dagenham,E09000002,20.5.20,4,650,5,2020,20
Barnet,E09000003,20.5.20,10,1509,5,2020,20
Bexley,E09000004,20.5.20,6,947,5,2020,20
Brent,E09000005,20.5.20,10,1620,5,2020,20
Bromley,E09000006,20.5.20,4,1453,5,2020,20
Camden,E09000007,20.5.20,4,663,5,2020,20
Croydon,E09000008,20.5.20,12,1756,5,2020,20
Ealing,E09000009,20.5.20,11,1413,5,2020,20
Enfield,E09000010,20.5.20,3,1108,5,2020,20
Greenwich,E09000011,20.5.20,1,873,5,2020,20
Hackney and City of London,E09000012,20.5.20,2,757,5,2020,20
Hammersmith and Fulham,E09000013,20.5.20,5,694,5,2020,20
Haringey,E09000014,20.5.20,2,699,5,2020,20
Harrow,E09000015,20.5.20,5,1204,5,2020,20
Havering,E09000016,20.5.20,7,867,5,2020,20
Hillingdon,E09000017,20.5.20,3,989,5,2020,20
Hounslow,E09000018,20.5.20,2,939,5,2020,20
Islington,E09000019,20.5.20,1,508,5,2020,20
Kensington and Chelsea,E09000020,20.5.20,1,521,5,2020,20
Kingston upon Thames,E09000021,20.5.20,7,681,5,2020,20
Lambeth,E09000022,20.5.20,6,1299,5,2020,20
Lewisham,E09000023,20.5.20,2,1133,5,2020,20
Merton,E09000024,20.5.20,8,872,5,2020,20
Newham,E09000025,20.5.20,0,1158,5,2020,20
Redbridge,E09000026,20.5.20,8,1004,5,2020,20
Richmond upon Thames,E09000027,20.5.20,1,488,5,2020,20
Southwark,E09000028,20.5.20,0,1382,5,2020,20
Sutton,E09000029,20.5.20,6,920,5,2020,20
Tower Hamlets,E09000030,20.5.20,3,730,5,2020,20
Waltham Forest,E09000031,20.5.20,1,937,5,2020,20
Wandsworth,E09000032,20.5.20,4,1092,5,2020,20
Westminster,E09000033,20.5.20,5,717,5,2020,20
Barking and Dagenham,E09000002,21.5.20,4,654,5,2020,21
Barnet,E09000003,21.5.20,8,1517,5,2020,21
Bexley,E09000004,21.5.20,15,962,5,2020,21
Brent,E09000005,21.5.20,3,1623,5,2020,21
Bromley,E09000006,21.5.20,1,1454,5,2020,21
Camden,E09000007,21.5.20,2,665,5,2020,21
Croydon,E09000008,21.5.20,9,1765,5,2020,21
Ealing,E09000009,21.5.20,4,1417,5,2020,21
Enfield,E09000010,21.5.20,2,1110,5,2020,21
Greenwich,E09000011,21.5.20,6,879,5,2020,21
Hackney and City of London,E09000012,21.5.20,2,759,5,2020,21
Hammersmith and Fulham,E09000013,21.5.20,2,696,5,2020,21
Haringey,E09000014,21.5.20,4,703,5,2020,21
Harrow,E09000015,21.5.20,4,1208,5,2020,21
Havering,E09000016,21.5.20,10,877,5,2020,21
Hillingdon,E09000017,21.5.20,7,996,5,2020,21
Hounslow,E09000018,21.5.20,4,943,5,2020,21
Islington,E09000019,21.5.20,1,509,5,2020,21
Kensington and Chelsea,E09000020,21.5.20,5,526,5,2020,21
Kingston upon Thames,E09000021,21.5.20,4,685,5,2020,21
Lambeth,E09000022,21.5.20,10,1309,5,2020,21
Lewisham,E09000023,21.5.20,5,1138,5,2020,21
Merton,E09000024,21.5.20,5,877,5,2020,21
Newham,E09000025,21.5.20,8,1166,5,2020,21
Redbridge,E09000026,21.5.20,0,1004,5,2020,21
Richmond upon Thames,E09000027,21.5.20,3,491,5,2020,21
Southwark,E09000028,21.5.20,2,1384,5,2020,21
Sutton,E09000029,21.5.20,13,933,5,2020,21
Tower Hamlets,E09000030,21.5.20,5,735,5,2020,21
Waltham Forest,E09000031,21.5.20,3,940,5,2020,21
Wandsworth,E09000032,21.5.20,3,1095,5,2020,21
Westminster,E09000033,21.5.20,3,720,5,2020,21
Barking and Dagenham,E09000002,22.5.20,1,655,5,2020,22
Barnet,E09000003,22.5.20,3,1520,5,2020,22
Bexley,E09000004,22.5.20,8,970,5,2020,22
Brent,E09000005,22.5.20,5,1628,5,2020,22
Bromley,E09000006,22.5.20,5,1459,5,2020,22
Camden,E09000007,22.5.20,1,666,5,2020,22
Croydon,E09000008,22.5.20,3,1768,5,2020,22
Ealing,E09000009,22.5.20,12,1429,5,2020,22
Enfield,E09000010,22.5.20,2,1112,5,2020,22
Greenwich,E09000011,22.5.20,1,880,5,2020,22
Hackney and City of London,E09000012,22.5.20,0,759,5,2020,22
Hammersmith and Fulham,E09000013,22.5.20,4,700,5,2020,22
Haringey,E09000014,22.5.20,1,704,5,2020,22
Harrow,E09000015,22.5.20,2,1210,5,2020,22
Havering,E09000016,22.5.20,2,879,5,2020,22
Hillingdon,E09000017,22.5.20,2,998,5,2020,22
Hounslow,E09000018,22.5.20,5,948,5,2020,22
Islington,E09000019,22.5.20,2,511,5,2020,22
Kensington and Chelsea,E09000020,22.5.20,0,526,5,2020,22
Kingston upon Thames,E09000021,22.5.20,4,689,5,2020,22
Lambeth,E09000022,22.5.20,2,1311,5,2020,22
Lewisham,E09000023,22.5.20,2,1140,5,2020,22
Merton,E09000024,22.5.20,0,877,5,2020,22
Newham,E09000025,22.5.20,2,1168,5,2020,22
Redbridge,E09000026,22.5.20,5,1009,5,2020,22
Richmond upon Thames,E09000027,22.5.20,0,491,5,2020,22
Southwark,E09000028,22.5.20,0,1384,5,2020,22
Sutton,E09000029,22.5.20,5,938,5,2020,22
Tower Hamlets,E09000030,22.5.20,2,737,5,2020,22
Waltham Forest,E09000031,22.5.20,2,942,5,2020,22
Wandsworth,E09000032,22.5.20,1,1096,5,2020,22
Westminster,E09000033,22.5.20,1,721,5,2020,22
Barking and Dagenham,E09000002,23.5.20,2,657,5,2020,23
Barnet,E09000003,23.5.20,1,1521,5,2020,23
Bexley,E09000004,23.5.20,2,972,5,2020,23
Brent,E09000005,23.5.20,3,1631,5,2020,23
Bromley,E09000006,23.5.20,1,1460,5,2020,23
Camden,E09000007,23.5.20,0,666,5,2020,23
Croydon,E09000008,23.5.20,8,1776,5,2020,23
Ealing,E09000009,23.5.20,2,1431,5,2020,23
Enfield,E09000010,23.5.20,1,1113,5,2020,23
Greenwich,E09000011,23.5.20,3,883,5,2020,23
Hackney and City of London,E09000012,23.5.20,1,760,5,2020,23
Hammersmith and Fulham,E09000013,23.5.20,0,700,5,2020,23
Haringey,E09000014,23.5.20,2,706,5,2020,23
Harrow,E09000015,23.5.20,1,1211,5,2020,23
Havering,E09000016,23.5.20,0,879,5,2020,23
Hillingdon,E09000017,23.5.20,1,999,5,2020,23
Hounslow,E09000018,23.5.20,1,949,5,2020,23
Islington,E09000019,23.5.20,1,512,5,2020,23
Kensington and Chelsea,E09000020,23.5.20,1,527,5,2020,23
Kingston upon Thames,E09000021,23.5.20,0,689,5,2020,23
Lambeth,E09000022,23.5.20,5,1316,5,2020,23
Lewisham,E09000023,23.5.20,1,1141,5,2020,23
Merton,E09000024,23.5.20,3,880,5,2020,23
Newham,E09000025,23.5.20,7,1175,5,2020,23
Redbridge,E09000026,23.5.20,2,1011,5,2020,23
Richmond upon Thames,E09000027,23.5.20,0,491,5,2020,23
Southwark,E09000028,23.5.20,3,1387,5,2020,23
Sutton,E09000029,23.5.20,2,940,5,2020,23
Tower Hamlets,E09000030,23.5.20,4,741,5,2020,23
Waltham Forest,E09000031,23.5.20,1,943,5,2020,23
Wandsworth,E09000032,23.5.20,4,1100,5,2020,23
Westminster,E09000033,23.5.20,2,723,5,2020,23
Barking and Dagenham,E09000002,24.5.20,0,657,5,2020,24
Barnet,E09000003,24.5.20,2,1523,5,2020,24
Bexley,E09000004,24.5.20,1,973,5,2020,24
Brent,E09000005,24.5.20,4,1635,5,2020,24
Bromley,E09000006,24.5.20,3,1463,5,2020,24
Camden,E09000007,24.5.20,2,668,5,2020,24
Croydon,E09000008,24.5.20,2,1778,5,2020,24
Ealing,E09000009,24.5.20,3,1434,5,2020,24
Enfield,E09000010,24.5.20,3,1116,5,2020,24
Greenwich,E09000011,24.5.20,0,883,5,2020,24
Hackney and City of London,E09000012,24.5.20,1,761,5,2020,24
Hammersmith and Fulham,E09000013,24.5.20,0,700,5,2020,24
Haringey,E09000014,24.5.20,3,709,5,2020,24
Harrow,E09000015,24.5.20,0,1211,5,2020,24
Havering,E09000016,24.5.20,1,880,5,2020,24
Hillingdon,E09000017,24.5.20,4,1003,5,2020,24
Hounslow,E09000018,24.5.20,0,949,5,2020,24
Islington,E09000019,24.5.20,0,512,5,2020,24
Kensington and Chelsea,E09000020,24.5.20,1,528,5,2020,24
Kingston upon Thames,E09000021,24.5.20,1,690,5,2020,24
Lambeth,E09000022,24.5.20,2,1318,5,2020,24
Lewisham,E09000023,24.5.20,2,1143,5,2020,24
Merton,E09000024,24.5.20,2,882,5,2020,24
Newham,E09000025,24.5.20,1,1176,5,2020,24
Redbridge,E09000026,24.5.20,0,1011,5,2020,24
Richmond upon Thames,E09000027,24.5.20,3,494,5,2020,24
Southwark,E09000028,24.5.20,1,1388,5,2020,24
Sutton,E09000029,24.5.20,2,942,5,2020,24
Tower Hamlets,E09000030,24.5.20,1,742,5,2020,24
Waltham Forest,E09000031,24.5.20,1,944,5,2020,24
Wandsworth,E09000032,24.5.20,3,1103,5,2020,24
Westminster,E09000033,24.5.20,1,724,5,2020,24
Barking and Dagenham,E09000002,25.5.20,3,660,5,2020,25
Barnet,E09000003,25.5.20,1,1524,5,2020,25
Bexley,E09000004,25.5.20,0,973,5,2020,25
Brent,E09000005,25.5.20,1,1636,5,2020,25
Bromley,E09000006,25.5.20,3,1466,5,2020,25
Camden,E09000007,25.5.20,1,669,5,2020,25
Croydon,E09000008,25.5.20,6,1784,5,2020,25
Ealing,E09000009,25.5.20,5,1439,5,2020,25
Enfield,E09000010,25.5.20,2,1118,5,2020,25
Greenwich,E09000011,25.5.20,2,885,5,2020,25
Hackney and City of London,E09000012,25.5.20,1,762,5,2020,25
Hammersmith and Fulham,E09000013,25.5.20,1,701,5,2020,25
Haringey,E09000014,25.5.20,1,710,5,2020,25
Harrow,E09000015,25.5.20,0,1211,5,2020,25
Havering,E09000016,25.5.20,2,882,5,2020,25
Hillingdon,E09000017,25.5.20,3,1006,5,2020,25
Hounslow,E09000018,25.5.20,2,951,5,2020,25
Islington,E09000019,25.5.20,2,514,5,2020,25
Kensington and Chelsea,E09000020,25.5.20,0,528,5,2020,25
Kingston upon Thames,E09000021,25.5.20,3,693,5,2020,25
Lambeth,E09000022,25.5.20,1,1319,5,2020,25
Lewisham,E09000023,25.5.20,4,1147,5,2020,25
Merton,E09000024,25.5.20,0,882,5,2020,25
Newham,E09000025,25.5.20,2,1178,5,2020,25
Redbridge,E09000026,25.5.20,2,1013,5,2020,25
Richmond upon Thames,E09000027,25.5.20,5,499,5,2020,25
Southwark,E09000028,25.5.20,2,1390,5,2020,25
Sutton,E09000029,25.5.20,0,942,5,2020,25
Tower Hamlets,E09000030,25.5.20,1,743,5,2020,25
Waltham Forest,E09000031,25.5.20,2,946,5,2020,25
Wandsworth,E09000032,25.5.20,0,1103,5,2020,25
Westminster,E09000033,25.5.20,0,724,5,2020,25
Barking and Dagenham,E09000002,26.5.20,4,664,5,2020,26
Barnet,E09000003,26.5.20,4,1528,5,2020,26
Bexley,E09000004,26.5.20,5,978,5,2020,26
Brent,E09000005,26.5.20,1,1637,5,2020,26
Bromley,E09000006,26.5.20,0,1466,5,2020,26
Camden,E09000007,26.5.20,0,669,5,2020,26
Croydon,E09000008,26.5.20,5,1789,5,2020,26
Ealing,E09000009,26.5.20,4,1443,5,2020,26
Enfield,E09000010,26.5.20,3,1121,5,2020,26
Greenwich,E09000011,26.5.20,5,890,5,2020,26
Hackney and City of London,E09000012,26.5.20,1,763,5,2020,26
Hammersmith and Fulham,E09000013,26.5.20,1,702,5,2020,26
Haringey,E09000014,26.5.20,0,710,5,2020,26
Harrow,E09000015,26.5.20,2,1213,5,2020,26
Havering,E09000016,26.5.20,3,885,5,2020,26
Hillingdon,E09000017,26.5.20,1,1007,5,2020,26
Hounslow,E09000018,26.5.20,2,953,5,2020,26
Islington,E09000019,26.5.20,1,515,5,2020,26
Kensington and Chelsea,E09000020,26.5.20,1,529,5,2020,26
Kingston upon Thames,E09000021,26.5.20,2,695,5,2020,26
Lambeth,E09000022,26.5.20,3,1322,5,2020,26
Lewisham,E09000023,26.5.20,2,1149,5,2020,26
Merton,E09000024,26.5.20,4,886,5,2020,26
Newham,E09000025,26.5.20,1,1179,5,2020,26
Redbridge,E09000026,26.5.20,1,1014,5,2020,26
Richmond upon Thames,E09000027,26.5.20,3,502,5,2020,26
Southwark,E09000028,26.5.20,1,1391,5,2020,26
Sutton,E09000029,26.5.20,1,943,5,2020,26
Tower Hamlets,E09000030,26.5.20,3,746,5,2020,26
Waltham Forest,E09000031,26.5.20,1,947,5,2020,26
Wandsworth,E09000032,26.5.20,0,1103,5,2020,26
Westminster,E09000033,26.5.20,1,725,5,2020,26
Barking and Dagenham,E09000002,27.5.20,0,664,5,2020,27
Barnet,E09000003,27.5.20,9,1537,5,2020,27
Bexley,E09000004,27.5.20,3,981,5,2020,27
Brent,E09000005,27.5.20,3,1640,5,2020,27
Bromley,E09000006,27.5.20,4,1470,5,2020,27
Camden,E09000007,27.5.20,1,670,5,2020,27
Croydon,E09000008,27.5.20,5,1794,5,2020,27
Ealing,E09000009,27.5.20,5,1448,5,2020,27
Enfield,E09000010,27.5.20,3,1124,5,2020,27
Greenwich,E09000011,27.5.20,3,893,5,2020,27
Hackney and City of London,E09000012,27.5.20,2,765,5,2020,27
Hammersmith and Fulham,E09000013,27.5.20,0,702,5,2020,27
Haringey,E09000014,27.5.20,5,715,5,2020,27
Harrow,E09000015,27.5.20,4,1217,5,2020,27
Havering,E09000016,27.5.20,2,887,5,2020,27
Hillingdon,E09000017,27.5.20,2,1009,5,2020,27
Hounslow,E09000018,27.5.20,2,955,5,2020,27
Islington,E09000019,27.5.20,2,517,5,2020,27
Kensington and Chelsea,E09000020,27.5.20,0,529,5,2020,27
Kingston upon Thames,E09000021,27.5.20,1,696,5,2020,27
Lambeth,E09000022,27.5.20,0,1322,5,2020,27
Lewisham,E09000023,27.5.20,1,1150,5,2020,27
Merton,E09000024,27.5.20,2,888,5,2020,27
Newham,E09000025,27.5.20,3,1182,5,2020,27
Redbridge,E09000026,27.5.20,3,1017,5,2020,27
Richmond upon Thames,E09000027,27.5.20,3,505,5,2020,27
Southwark,E09000028,27.5.20,6,1397,5,2020,27
Sutton,E09000029,27.5.20,6,949,5,2020,27
Tower Hamlets,E09000030,27.5.20,1,747,5,2020,27
Waltham Forest,E09000031,27.5.20,0,947,5,2020,27
Wandsworth,E09000032,27.5.20,1,1104,5,2020,27
Westminster,E09000033,27.5.20,2,727,5,2020,27
Barking and Dagenham,E09000002,28.5.20,4,668,5,2020,28
Barnet,E09000003,28.5.20,4,1541,5,2020,28
Bexley,E09000004,28.5.20,6,987,5,2020,28
Brent,E09000005,28.5.20,2,1642,5,2020,28
Bromley,E09000006,28.5.20,6,1476,5,2020,28
Camden,E09000007,28.5.20,0,670,5,2020,28
Croydon,E09000008,28.5.20,1,1795,5,2020,28
Ealing,E09000009,28.5.20,7,1455,5,2020,28
Enfield,E09000010,28.5.20,1,1125,5,2020,28
Greenwich,E09000011,28.5.20,1,894,5,2020,28
Hackney and City of London,E09000012,28.5.20,1,766,5,2020,28
Hammersmith and Fulham,E09000013,28.5.20,0,702,5,2020,28
Haringey,E09000014,28.5.20,1,716,5,2020,28
Harrow,E09000015,28.5.20,4,1221,5,2020,28
Havering,E09000016,28.5.20,1,888,5,2020,28
Hillingdon,E09000017,28.5.20,3,1012,5,2020,28
Hounslow,E09000018,28.5.20,3,958,5,2020,28
Islington,E09000019,28.5.20,0,517,5,2020,28
Kensington and Chelsea,E09000020,28.5.20,1,530,5,2020,28
Kingston upon Thames,E09000021,28.5.20,1,697,5,2020,28
Lambeth,E09000022,28.5.20,1,1323,5,2020,28
Lewisham,E09000023,28.5.20,2,1152,5,2020,28
Merton,E09000024,28.5.20,3,891,5,2020,28
Newham,E09000025,28.5.20,5,1187,5,2020,28
Redbridge,E09000026,28.5.20,1,1018,5,2020,28
Richmond upon Thames,E09000027,28.5.20,0,505,5,2020,28
Southwark,E09000028,28.5.20,3,1400,5,2020,28
Sutton,E09000029,28.5.20,4,953,5,2020,28
Tower Hamlets,E09000030,28.5.20,2,749,5,2020,28
Waltham Forest,E09000031,28.5.20,2,949,5,2020,28
Wandsworth,E09000032,28.5.20,2,1106,5,2020,28
Westminster,E09000033,28.5.20,2,729,5,2020,28
Barking and Dagenham,E09000002,29.5.20,0,668,5,2020,29
Barnet,E09000003,29.5.20,3,1544,5,2020,29
Bexley,E09000004,29.5.20,1,988,5,2020,29
Brent,E09000005,29.5.20,1,1643,5,2020,29
Bromley,E09000006,29.5.20,1,1477,5,2020,29
Camden,E09000007,29.5.20,1,671,5,2020,29
Croydon,E09000008,29.5.20,5,1800,5,2020,29
Ealing,E09000009,29.5.20,5,1460,5,2020,29
Enfield,E09000010,29.5.20,3,1128,5,2020,29
Greenwich,E09000011,29.5.20,5,899,5,2020,29
Hackney and City of London,E09000012,29.5.20,2,768,5,2020,29
Hammersmith and Fulham,E09000013,29.5.20,3,705,5,2020,29
Haringey,E09000014,29.5.20,0,716,5,2020,29
Harrow,E09000015,29.5.20,1,1222,5,2020,29
Havering,E09000016,29.5.20,0,888,5,2020,29
Hillingdon,E09000017,29.5.20,2,1014,5,2020,29
Hounslow,E09000018,29.5.20,1,959,5,2020,29
Islington,E09000019,29.5.20,1,518,5,2020,29
Kensington and Chelsea,E09000020,29.5.20,2,532,5,2020,29
Kingston upon Thames,E09000021,29.5.20,6,703,5,2020,29
Lambeth,E09000022,29.5.20,0,1323,5,2020,29
Lewisham,E09000023,29.5.20,4,1156,5,2020,29
Merton,E09000024,29.5.20,1,892,5,2020,29
Newham,E09000025,29.5.20,1,1188,5,2020,29
Redbridge,E09000026,29.5.20,0,1018,5,2020,29
Richmond upon Thames,E09000027,29.5.20,0,505,5,2020,29
Southwark,E09000028,29.5.20,1,1401,5,2020,29
Sutton,E09000029,29.5.20,3,956,5,2020,29
Tower Hamlets,E09000030,29.5.20,2,751,5,2020,29
Waltham Forest,E09000031,29.5.20,2,951,5,2020,29
Wandsworth,E09000032,29.5.20,1,1107,5,2020,29
Westminster,E09000033,29.5.20,0,729,5,2020,29
Barking and Dagenham,E09000002,30.5.20,0,668,5,2020,30
Barnet,E09000003,30.5.20,1,1545,5,2020,30
Bexley,E09000004,30.5.20,5,993,5,2020,30
Brent,E09000005,30.5.20,7,1650,5,2020,30
Bromley,E09000006,30.5.20,0,1477,5,2020,30
Camden,E09000007,30.5.20,0,671,5,2020,30
Croydon,E09000008,30.5.20,0,1800,5,2020,30
Ealing,E09000009,30.5.20,3,1463,5,2020,30
Enfield,E09000010,30.5.20,0,1128,5,2020,30
Greenwich,E09000011,30.5.20,0,899,5,2020,30
Hackney and City of London,E09000012,30.5.20,1,769,5,2020,30
Hammersmith and Fulham,E09000013,30.5.20,0,705,5,2020,30
Haringey,E09000014,30.5.20,1,717,5,2020,30
Harrow,E09000015,30.5.20,4,1226,5,2020,30
Havering,E09000016,30.5.20,0,888,5,2020,30
Hillingdon,E09000017,30.5.20,0,1014,5,2020,30
Hounslow,E09000018,30.5.20,1,960,5,2020,30
Islington,E09000019,30.5.20,1,519,5,2020,30
Kensington and Chelsea,E09000020,30.5.20,1,533,5,2020,30
Kingston upon Thames,E09000021,30.5.20,1,704,5,2020,30
Lambeth,E09000022,30.5.20,0,1323,5,2020,30
Lewisham,E09000023,30.5.20,0,1156,5,2020,30
Merton,E09000024,30.5.20,0,892,5,2020,30
Newham,E09000025,30.5.20,5,1193,5,2020,30
Redbridge,E09000026,30.5.20,0,1018,5,2020,30
Richmond upon Thames,E09000027,30.5.20,0,505,5,2020,30
Southwark,E09000028,30.5.20,0,1401,5,2020,30
Sutton,E09000029,30.5.20,2,958,5,2020,30
Tower Hamlets,E09000030,30.5.20,3,754,5,2020,30
Waltham Forest,E09000031,30.5.20,1,952,5,2020,30
Wandsworth,E09000032,30.5.20,1,1108,5,2020,30
Westminster,E09000033,30.5.20,1,730,5,2020,30
Barking and Dagenham,E09000002,31.5.20,0,668,5,2020,31
Barnet,E09000003,31.5.20,1,1546,5,2020,31
Bexley,E09000004,31.5.20,3,996,5,2020,31
Brent,E09000005,31.5.20,6,1656,5,2020,31
Bromley,E09000006,31.5.20,1,1478,5,2020,31
Camden,E09000007,31.5.20,2,673,5,2020,31
Croydon,E09000008,31.5.20,1,1801,5,2020,31
Ealing,E09000009,31.5.20,2,1465,5,2020,31
Enfield,E09000010,31.5.20,1,1129,5,2020,31
Greenwich,E09000011,31.5.20,1,900,5,2020,31
Hackney and City of London,E09000012,31.5.20,1,770,5,2020,31
Hammersmith and Fulham,E09000013,31.5.20,0,705,5,2020,31
Haringey,E09000014,31.5.20,0,717,5,2020,31
Harrow,E09000015,31.5.20,0,1226,5,2020,31
Havering,E09000016,31.5.20,2,890,5,2020,31
Hillingdon,E09000017,31.5.20,2,1016,5,2020,31
Hounslow,E09000018,31.5.20,1,961,5,2020,31
Islington,E09000019,31.5.20,0,519,5,2020,31
Kensington and Chelsea,E09000020,31.5.20,0,533,5,2020,31
Kingston upon Thames,E09000021,31.5.20,0,704,5,2020,31
Lambeth,E09000022,31.5.20,0,1323,5,2020,31
Lewisham,E09000023,31.5.20,2,1158,5,2020,31
Merton,E09000024,31.5.20,0,892,5,2020,31
Newham,E09000025,31.5.20,0,1193,5,2020,31
Redbridge,E09000026,31.5.20,3,1021,5,2020,31
Richmond upon Thames,E09000027,31.5.20,1,506,5,2020,31
Southwark,E09000028,31.5.20,1,1402,5,2020,31
Sutton,E09000029,31.5.20,2,960,5,2020,31
Tower Hamlets,E09000030,31.5.20,1,755,5,2020,31
Waltham Forest,E09000031,31.5.20,2,954,5,2020,31
Wandsworth,E09000032,31.5.20,1,1109,5,2020,31
Westminster,E09000033,31.5.20,1,731,5,2020,31
Barking and Dagenham,E09000002,1.6.20,2,670,6,2020,1
Barnet,E09000003,1.6.20,1,1547,6,2020,1
Bexley,E09000004,1.6.20,2,998,6,2020,1
Brent,E09000005,1.6.20,0,1656,6,2020,1
Bromley,E09000006,1.6.20,2,1480,6,2020,1
Camden,E09000007,1.6.20,0,673,6,2020,1
Croydon,E09000008,1.6.20,1,1802,6,2020,1
Ealing,E09000009,1.6.20,4,1469,6,2020,1
Enfield,E09000010,1.6.20,0,1129,6,2020,1
Greenwich,E09000011,1.6.20,1,901,6,2020,1
Hackney and City of London,E09000012,1.6.20,3,773,6,2020,1
Hammersmith and Fulham,E09000013,1.6.20,1,706,6,2020,1
Haringey,E09000014,1.6.20,1,718,6,2020,1
Harrow,E09000015,1.6.20,1,1227,6,2020,1
Havering,E09000016,1.6.20,1,891,6,2020,1
Hillingdon,E09000017,1.6.20,3,1019,6,2020,1
Hounslow,E09000018,1.6.20,1,962,6,2020,1
Islington,E09000019,1.6.20,1,520,6,2020,1
Kensington and Chelsea,E09000020,1.6.20,1,534,6,2020,1
Kingston upon Thames,E09000021,1.6.20,1,705,6,2020,1
Lambeth,E09000022,1.6.20,2,1325,6,2020,1
Lewisham,E09000023,1.6.20,3,1161,6,2020,1
Merton,E09000024,1.6.20,4,896,6,2020,1
Newham,E09000025,1.6.20,2,1195,6,2020,1
Redbridge,E09000026,1.6.20,3,1024,6,2020,1
Richmond upon Thames,E09000027,1.6.20,1,507,6,2020,1
Southwark,E09000028,1.6.20,1,1403,6,2020,1
Sutton,E09000029,1.6.20,1,961,6,2020,1
Tower Hamlets,E09000030,1.6.20,3,758,6,2020,1
Waltham Forest,E09000031,1.6.20,0,954,6,2020,1
Wandsworth,E09000032,1.6.20,3,1112,6,2020,1
Westminster,E09000033,1.6.20,0,731,6,2020,1
Barking and Dagenham,E09000002,2.6.20,1,671,6,2020,2
Barnet,E09000003,2.6.20,3,1550,6,2020,2
Bexley,E09000004,2.6.20,2,1000,6,2020,2
Brent,E09000005,2.6.20,1,1657,6,2020,2
Bromley,E09000006,2.6.20,2,1482,6,2020,2
Camden,E09000007,2.6.20,2,675,6,2020,2
Croydon,E09000008,2.6.20,5,1807,6,2020,2
Ealing,E09000009,2.6.20,2,1471,6,2020,2
Enfield,E09000010,2.6.20,3,1132,6,2020,2
Greenwich,E09000011,2.6.20,3,904,6,2020,2
Hackney and City of London,E09000012,2.6.20,1,774,6,2020,2
Hammersmith and Fulham,E09000013,2.6.20,2,708,6,2020,2
Haringey,E09000014,2.6.20,0,718,6,2020,2
Harrow,E09000015,2.6.20,5,1232,6,2020,2
Havering,E09000016,2.6.20,2,893,6,2020,2
Hillingdon,E09000017,2.6.20,0,1019,6,2020,2
Hounslow,E09000018,2.6.20,1,963,6,2020,2
Islington,E09000019,2.6.20,1,521,6,2020,2
Kensington and Chelsea,E09000020,2.6.20,0,534,6,2020,2
Kingston upon Thames,E09000021,2.6.20,1,706,6,2020,2
Lambeth,E09000022,2.6.20,1,1326,6,2020,2
Lewisham,E09000023,2.6.20,0,1161,6,2020,2
Merton,E09000024,2.6.20,1,897,6,2020,2
Newham,E09000025,2.6.20,0,1195,6,2020,2
Redbridge,E09000026,2.6.20,2,1026,6,2020,2
Richmond upon Thames,E09000027,2.6.20,0,507,6,2020,2
Southwark,E09000028,2.6.20,0,1403,6,2020,2
Sutton,E09000029,2.6.20,3,964,6,2020,2
Tower Hamlets,E09000030,2.6.20,2,760,6,2020,2
Waltham Forest,E09000031,2.6.20,2,956,6,2020,2
Wandsworth,E09000032,2.6.20,0,1112,6,2020,2
Westminster,E09000033,2.6.20,1,732,6,2020,2
Barking and Dagenham,E09000002,3.6.20,4,675,6,2020,3
Barnet,E09000003,3.6.20,3,1553,6,2020,3
Bexley,E09000004,3.6.20,4,1004,6,2020,3
Brent,E09000005,3.6.20,2,1659,6,2020,3
Bromley,E09000006,3.6.20,3,1485,6,2020,3
Camden,E09000007,3.6.20,2,677,6,2020,3
Croydon,E09000008,3.6.20,2,1809,6,2020,3
Ealing,E09000009,3.6.20,5,1476,6,2020,3
Enfield,E09000010,3.6.20,1,1133,6,2020,3
Greenwich,E09000011,3.6.20,3,907,6,2020,3
Hackney and City of London,E09000012,3.6.20,5,779,6,2020,3
Hammersmith and Fulham,E09000013,3.6.20,3,711,6,2020,3
Haringey,E09000014,3.6.20,1,719,6,2020,3
Harrow,E09000015,3.6.20,2,1234,6,2020,3
Havering,E09000016,3.6.20,3,896,6,2020,3
Hillingdon,E09000017,3.6.20,4,1023,6,2020,3
Hounslow,E09000018,3.6.20,4,967,6,2020,3
Islington,E09000019,3.6.20,1,522,6,2020,3
Kensington and Chelsea,E09000020,3.6.20,0,534,6,2020,3
Kingston upon Thames,E09000021,3.6.20,2,708,6,2020,3
Lambeth,E09000022,3.6.20,1,1327,6,2020,3
Lewisham,E09000023,3.6.20,1,1162,6,2020,3
Merton,E09000024,3.6.20,0,897,6,2020,3
Newham,E09000025,3.6.20,3,1198,6,2020,3
Redbridge,E09000026,3.6.20,5,1031,6,2020,3
