area_name,area_code,date,new_cases,total_cases,Cas_pweek,week_day,week_
Bromley,E09000006,10/09/2020,13,1745,,,
Bromley,E09000006,11/09/2020,4,1749,,,
Bromley,E09000006,12/09/2020,1,1750,,,
Bromley,E09000006,13/09/2020,6,1756,,,
Bromley,E09000006,14/09/2020,12,1768,,,
Bromley,E09000006,15/09/2020,2,1770,,,
Bromley,E09000006,16/09/2020,5,1775,,,
Bromley,E09000006,17/09/2020,8,1783,,,
Bromley,E09000006,18/09/2020,11,1794,,,
Bromley,E09000006,19/09/2020,7,1801,,,
Bromley,E09000006,20/09/2020,9,1810,,,
Bromley,E09000006,21/09/2020,11,1821,,,
Bromley,E09000006,22/09/2020,10,1831,,,
Bromley,E09000006,23/09/2020,10,1841,,,
Bromley,E09000006,24/09/2020,12,1853,,,
Bromley,E09000006,25/09/2020,9,1862,,,
Bromley,E09000006,26/09/2020,8,1870,,,
Bromley,E09000006,27/09/2020,7,1877,,,
Bromley,E09000006,28/09/2020,13,1890,,,
Bromley,E09000006,29/09/2020,6,1896,,,
Bromley,E09000006,30/09/2020,0,1896,,,
Camden,E09000007,11/02/2020,0,0,,,
Camden,E09000007,12/02/2020,0,0,,,
Camden,E09000007,13/02/2020,0,0,,,
Camden,E09000007,14/02/2020,0,0,,,
Camden,E09000007,15/02/2020,0,0,,,
Camden,E09000007,16/02/2020,0,0,,,
Camden,E09000007,17/02/2020,0,0,,,
Camden,E09000007,18/02/2020,0,0,,,
Camden,E09000007,19/02/2020,0,0,,,
Camden,E09000007,20/02/2020,0,0,,,
Camden,E09000007,21/02/2020,0,0,,,
Camden,E09000007,22/02/2020,0,0,,,
Camden,E09000007,23/02/2020,0,0,,,
Camden,E09000007,24/02/2020,0,0,,,
Camden,E09000007,25/02/2020,0,0,,,
Camden,E09000007,26/02/2020,0,0,,,
Camden,E09000007,27/02/2020,0,0,,,
Camden,E09000007,28/02/2020,0,0,,,
Camden,E09000007,29/02/2020,0,0,,,
Camden,E09000007,01/03/2020,0,0,,,
Camden,E09000007,02/03/2020,2,2,,,
Camden,E09000007,03/03/2020,0,2,,,
Camden,E09000007,04/03/2020,0,2,,,
Camden,E09000007,05/03/2020,0,2,,,
Camden,E09000007,06/03/2020,1,3,,,
Camden,E09000007,07/03/2020,1,4,,,
Camden,E09000007,08/03/2020,2,6,,,
Camden,E09000007,09/03/2020,1,7,,,
Camden,E09000007,10/03/2020,2,9,,,
Camden,E09000007,11/03/2020,10,19,,,
Camden,E09000007,12/03/2020,5,24,,,
Camden,E09000007,13/03/2020,5,29,,,
Camden,E09000007,14/03/2020,1,30,,,
Camden,E09000007,15/03/2020,3,33,,,
Camden,E09000007,16/03/2020,3,36,,,
Camden,E09000007,17/03/2020,4,40,,,
Camden,E09000007,18/03/2020,10,50,,,
Camden,E09000007,19/03/2020,5,55,,,
Camden,E09000007,20/03/2020,6,61,,,
Camden,E09000007,21/03/2020,15,76,,,
Camden,E09000007,22/03/2020,11,87,,,
Camden,E09000007,23/03/2020,15,102,,,
Camden,E09000007,24/03/2020,21,123,,,
Camden,E09000007,25/03/2020,23,146,,,
Camden,E09000007,26/03/2020,29,175,,,
Camden,E09000007,27/03/2020,19,194,,,
Camden,E09000007,28/03/2020,11,205,,,
Camden,E09000007,29/03/2020,6,211,,,
Camden,E09000007,30/03/2020,18,229,,,
Camden,E09000007,31/03/2020,18,247,,,
Camden,E09000007,01/04/2020,19,266,,,
Camden,E09000007,02/04/2020,26,292,,,
Camden,E09000007,03/04/2020,19,311,,,
Camden,E09000007,04/04/2020,23,334,,,
Camden,E09000007,05/04/2020,16,350,,,
Camden,E09000007,06/04/2020,17,367,,,
Camden,E09000007,07/04/2020,20,387,,,
Camden,E09000007,08/04/2020,22,409,,,
Camden,E09000007,09/04/2020,17,426,,,
Camden,E09000007,10/04/2020,10,436,,,
Camden,E09000007,11/04/2020,9,445,,,
Camden,E09000007,12/04/2020,8,453,,,
Camden,E09000007,13/04/2020,13,466,,,
Camden,E09000007,14/04/2020,9,475,,,
Camden,E09000007,15/04/2020,21,496,,,
Camden,E09000007,16/04/2020,11,507,,,
Camden,E09000007,17/04/2020,11,518,,,
Camden,E09000007,18/04/2020,15,533,,,
Camden,E09000007,19/04/2020,6,539,,,
Camden,E09000007,20/04/2020,8,547,,,
Camden,E09000007,21/04/2020,6,553,,,
Camden,E09000007,22/04/2020,9,562,,,
Camden,E09000007,23/04/2020,11,573,,,
Camden,E09000007,24/04/2020,4,577,,,
Camden,E09000007,25/04/2020,7,584,,,
Camden,E09000007,26/04/2020,2,586,,,
Camden,E09000007,27/04/2020,2,588,,,
Camden,E09000007,28/04/2020,6,594,,,
Camden,E09000007,29/04/2020,3,597,,,
Camden,E09000007,30/04/2020,8,605,,,
Camden,E09000007,01/05/2020,8,613,,,
Camden,E09000007,02/05/2020,1,614,,,
Camden,E09000007,03/05/2020,2,616,,,
Camden,E09000007,04/05/2020,0,616,,,
Camden,E09000007,05/05/2020,5,621,,,
Camden,E09000007,06/05/2020,4,625,,,
Camden,E09000007,07/05/2020,8,633,,,
Camden,E09000007,08/05/2020,3,636,,,
Camden,E09000007,09/05/2020,2,638,,,
Camden,E09000007,10/05/2020,2,640,,,
Camden,E09000007,11/05/2020,6,646,,,
Camden,E09000007,12/05/2020,3,649,,,
Camden,E09000007,13/05/2020,4,653,,,
Camden,E09000007,14/05/2020,1,654,,,
Camden,E09000007,15/05/2020,1,655,,,
Camden,E09000007,16/05/2020,1,656,,,
Camden,E09000007,17/05/2020,0,656,,,
Camden,E09000007,18/05/2020,2,658,,,
Camden,E09000007,19/05/2020,1,659,,,
Camden,E09000007,20/05/2020,4,663,,,
Camden,E09000007,21/05/2020,2,665,,,
Camden,E09000007,22/05/2020,1,666,,,
Camden,E09000007,23/05/2020,0,666,,,
Camden,E09000007,24/05/2020,2,668,,,
Camden,E09000007,25/05/2020,1,669,,,
Camden,E09000007,26/05/2020,0,669,,,
Camden,E09000007,27/05/2020,1,670,,,
Camden,E09000007,28/05/2020,0,670,,,
Camden,E09000007,29/05/2020,1,671,,,
Camden,E09000007,30/05/2020,0,671,,,
Camden,E09000007,31/05/2020,2,673,,,
Camden,E09000007,01/06/2020,0,673,,,
Camden,E09000007,02/06/2020,2,675,,,
Camden,E09000007,03/06/2020,2,677,,,
Camden,E09000007,04/06/2020,0,677,,,
Camden,E09000007,05/06/2020,0,677,,,
Camden,E09000007,06/06/2020,0,677,,,
Camden,E09000007,07/06/2020,3,680,,,
Camden,E09000007,08/06/2020,1,681,,,
Camden,E09000007,09/06/2020,1,682,,,
Camden,E09000007,10/06/2020,0,682,,,
Camden,E09000007,11/06/2020,2,684,,,
Camden,E09000007,12/06/2020,2,686,,,
Camden,E09000007,13/06/2020,1,687,,,
Camden,E09000007,14/06/2020,2,689,,,
Camden,E09000007,15/06/2020,0,689,,,
Camden,E09000007,16/06/2020,1,690,,,
Camden,E09000007,17/06/2020,0,690,,,
Camden,E09000007,18/06/2020,2,692,,,
Camden,E09000007,19/06/2020,1,693,,,
Camden,E09000007,20/06/2020,1,694,,,
Camden,E09000007,21/06/2020,0,694,,,
Camden,E09000007,22/06/2020,0,694,,,
Camden,E09000007,23/06/2020,0,694,,,
Camden,E09000007,24/06/2020,0,694,,,
Camden,E09000007,25/06/2020,1,695,,,
Camden,E09000007,26/06/2020,1,696,,,
Camden,E09000007,27/06/2020,0,696,,,
Camden,E09000007,28/06/2020,0,696,,,
Camden,E09000007,29/06/2020,1,697,,,
Camden,E09000007,30/06/2020,0,697,,,
Camden,E09000007,01/07/2020,1,698,,,
Camden,E09000007,02/07/2020,0,698,,,
Camden,E09000007,03/07/2020,0,698,,,
Camden,E09000007,04/07/2020,0,698,,,
Camden,E09000007,05/07/2020,0,698,,,
Camden,E09000007,06/07/2020,3,701,,,
Camden,E09000007,07/07/2020,1,702,,,
Camden,E09000007,08/07/2020,1,703,,,
Camden,E09000007,09/07/2020,0,703,,,
Camden,E09000007,10/07/2020,0,703,,,
Camden,E09000007,11/07/2020,0,703,,,
Camden,E09000007,12/07/2020,1,704,,,
Camden,E09000007,13/07/2020,3,707,,,
Camden,E09000007,14/07/2020,0,707,,,
Camden,E09000007,15/07/2020,1,708,,,
Camden,E09000007,16/07/2020,1,709,,,
Camden,E09000007,17/07/2020,0,709,,,
Camden,E09000007,18/07/2020,1,710,,,
Camden,E09000007,19/07/2020,1,711,,,
Camden,E09000007,20/07/2020,0,711,,,
Camden,E09000007,21/07/2020,0,711,,,
Camden,E09000007,22/07/2020,1,712,,,
Camden,E09000007,23/07/2020,2,714,,,
Camden,E09000007,24/07/2020,1,715,,,
Camden,E09000007,25/07/2020,3,718,,,
Camden,E09000007,26/07/2020,3,721,,,
Camden,E09000007,27/07/2020,1,722,,,
Camden,E09000007,28/07/2020,1,723,,,
Camden,E09000007,29/07/2020,1,724,,,
Camden,E09000007,30/07/2020,1,725,,,
Camden,E09000007,31/07/2020,2,727,,,
Camden,E09000007,01/08/2020,1,728,,,
Camden,E09000007,02/08/2020,0,728,,,
Camden,E09000007,03/08/2020,1,729,,,
Camden,E09000007,04/08/2020,2,731,,,
Camden,E09000007,05/08/2020,3,734,,,
Camden,E09000007,06/08/2020,5,739,,,
Camden,E09000007,07/08/2020,1,740,,,
Camden,E09000007,08/08/2020,2,742,,,
Camden,E09000007,09/08/2020,3,745,,,
Camden,E09000007,10/08/2020,4,749,,,
Camden,E09000007,11/08/2020,5,754,,,
Camden,E09000007,12/08/2020,3,757,,,
Camden,E09000007,13/08/2020,3,760,,,
Camden,E09000007,14/08/2020,1,761,,,
Camden,E09000007,15/08/2020,6,767,,,
Camden,E09000007,16/08/2020,1,768,,,
Camden,E09000007,17/08/2020,9,777,,,
Camden,E09000007,18/08/2020,2,779,,,
Camden,E09000007,19/08/2020,2,781,,,
Camden,E09000007,20/08/2020,9,790,,,
Camden,E09000007,21/08/2020,6,796,,,
Camden,E09000007,22/08/2020,2,798,,,
Camden,E09000007,23/08/2020,3,801,,,
Camden,E09000007,24/08/2020,10,811,,,
Camden,E09000007,25/08/2020,9,820,,,
Camden,E09000007,26/08/2020,2,822,,,
Camden,E09000007,27/08/2020,3,825,,,
Camden,E09000007,28/08/2020,7,832,,,
Camden,E09000007,29/08/2020,5,837,,,
Camden,E09000007,30/08/2020,2,839,,,
Camden,E09000007,31/08/2020,4,843,,,
Camden,E09000007,01/09/2020,6,849,,,
Camden,E09000007,02/09/2020,7,856,,,
Camden,E09000007,03/09/2020,7,863,,,
Camden,E09000007,04/09/2020,8,871,,,
Camden,E09000007,05/09/2020,2,873,,,
Camden,E09000007,06/09/2020,2,875,,,
Camden,E09000007,07/09/2020,18,893,,,
Camden,E09000007,08/09/2020,11,904,,,
Camden,E09000007,09/09/2020,6,910,,,
Camden,E09000007,10/09/2020,8,918,,,
Camden,E09000007,11/09/2020,10,928,,,
Camden,E09000007,12/09/2020,9,937,,,
Camden,E09000007,13/09/2020,3,940,,,
Camden,E09000007,14/09/2020,10,950,,,
Camden,E09000007,15/09/2020,10,960,,,
Camden,E09000007,16/09/2020,5,965,,,
Camden,E09000007,17/09/2020,6,971,,,
Camden,E09000007,18/09/2020,10,981,,,
Camden,E09000007,19/09/2020,6,987,,,
Camden,E09000007,20/09/2020,16,1003,,,
Camden,E09000007,21/09/2020,6,1009,,,
Camden,E09000007,22/09/2020,11,1020,,,
Camden,E09000007,23/09/2020,10,1030,,,
Camden,E09000007,24/09/2020,12,1042,,,
Camden,E09000007,25/09/2020,8,1050,,,
Camden,E09000007,26/09/2020,5,1055,,,
Camden,E09000007,27/09/2020,5,1060,,,
Camden,E09000007,28/09/2020,8,1068,,,
Camden,E09000007,29/09/2020,3,1071,,,
Camden,E09000007,30/09/2020,0,1071,,,
Croydon,E09000008,11/02/2020,0,0,,,
Croydon,E09000008,12/02/2020,0,0,,,
Croydon,E09000008,13/02/2020,0,0,,,
Croydon,E09000008,14/02/2020,0,0,,,
Croydon,E09000008,15/02/2020,0,0,,,
Croydon,E09000008,16/02/2020,0,0,,,
Croydon,E09000008,17/02/2020,0,0,,,
Croydon,E09000008,18/02/2020,0,0,,,
Croydon,E09000008,19/02/2020,0,0,,,
Croydon,E09000008,20/02/2020,0,0,,,
Croydon,E09000008,21/02/2020,0,0,,,
Croydon,E09000008,22/02/2020,0,0,,,
Croydon,E09000008,23/02/2020,0,0,,,
Croydon,E09000008,24/02/2020,0,0,,,
Croydon,E09000008,25/02/2020,0,0,,,
Croydon,E09000008,26/02/2020,0,0,,,
Croydon,E09000008,27/02/2020,0,0,,,
Croydon,E09000008,28/02/2020,0,0,,,
Croydon,E09000008,29/02/2020,0,0,,,
Croydon,E09000008,01/03/2020,0,0,,,
Croydon,E09000008,02/03/2020,0,0,,,
Croydon,E09000008,03/03/2020,0,0,,,
Croydon,E09000008,04/03/2020,0,0,,,
Croydon,E09000008,05/03/2020,0,0,,,
Croydon,E09000008,06/03/2020,0,0,,,
Croydon,E09000008,07/03/2020,1,1,,,
Croydon,E09000008,08/03/2020,0,1,,,
Croydon,E09000008,09/03/2020,1,2,,,
Croydon,E09000008,10/03/2020,0,2,,,
Croydon,E09000008,11/03/2020,5,7,,,
Croydon,E09000008,12/03/2020,8,15,,,
Croydon,E09000008,13/03/2020,4,19,,,
Croydon,E09000008,14/03/2020,14,33,,,
Croydon,E09000008,15/03/2020,7,40,,,
Croydon,E09000008,16/03/2020,13,53,,,
Croydon,E09000008,17/03/2020,21,74,,,
Croydon,E09000008,18/03/2020,15,89,,,
Croydon,E09000008,19/03/2020,9,98,,,
Croydon,E09000008,20/03/2020,25,123,,,
Croydon,E09000008,21/03/2020,25,148,,,
Croydon,E09000008,22/03/2020,24,172,,,
Croydon,E09000008,23/03/2020,36,208,,,
Croydon,E09000008,24/03/2020,27,235,,,
Croydon,E09000008,25/03/2020,43,278,,,
Croydon,E09000008,26/03/2020,44,322,,,
Croydon,E09000008,27/03/2020,42,364,,,
Croydon,E09000008,28/03/2020,22,386,,,
Croydon,E09000008,29/03/2020,26,412,,,
Croydon,E09000008,30/03/2020,56,468,,,
Croydon,E09000008,31/03/2020,47,515,,,
Croydon,E09000008,01/04/2020,56,571,,,
Croydon,E09000008,02/04/2020,82,653,,,
Croydon,E09000008,03/04/2020,49,702,,,
Croydon,E09000008,04/04/2020,48,750,,,
Croydon,E09000008,05/04/2020,36,786,,,
Croydon,E09000008,06/04/2020,42,828,,,
Croydon,E09000008,07/04/2020,46,874,,,
Croydon,E09000008,08/04/2020,59,933,,,
Croydon,E09000008,09/04/2020,43,976,,,
Croydon,E09000008,10/04/2020,25,1001,,,
Croydon,E09000008,11/04/2020,23,1024,,,
Croydon,E09000008,12/04/2020,32,1056,,,
Croydon,E09000008,13/04/2020,26,1082,,,
Croydon,E09000008,14/04/2020,51,1133,,,
Croydon,E09000008,15/04/2020,43,1176,,,
Croydon,E09000008,16/04/2020,34,1210,,,
Croydon,E09000008,17/04/2020,34,1244,,,
Croydon,E09000008,18/04/2020,33,1277,,,
Croydon,E09000008,19/04/2020,14,1291,,,
Croydon,E09000008,20/04/2020,26,1317,,,
Croydon,E09000008,21/04/2020,25,1342,,,
Croydon,E09000008,22/04/2020,27,1369,,,
Croydon,E09000008,23/04/2020,33,1402,,,
Croydon,E09000008,24/04/2020,25,1427,,,
Croydon,E09000008,25/04/2020,14,1441,,,
Croydon,E09000008,26/04/2020,22,1463,,,
Croydon,E09000008,27/04/2020,35,1498,,,
Croydon,E09000008,28/04/2020,32,1530,,,
Croydon,E09000008,29/04/2020,18,1548,,,
Croydon,E09000008,30/04/2020,25,1573,,,
Croydon,E09000008,01/05/2020,20,1593,,,
Croydon,E09000008,02/05/2020,19,1612,,,
Croydon,E09000008,03/05/2020,7,1619,,,
Croydon,E09000008,04/05/2020,14,1633,,,
Croydon,E09000008,05/05/2020,8,1641,,,
Croydon,E09000008,06/05/2020,10,1651,,,
Croydon,E09000008,07/05/2020,9,1660,,,
Croydon,E09000008,08/05/2020,13,1673,,,
Croydon,E09000008,09/05/2020,6,1679,,,
Croydon,E09000008,10/05/2020,3,1682,,,
Croydon,E09000008,11/05/2020,4,1686,,,
Croydon,E09000008,12/05/2020,10,1696,,,
Croydon,E09000008,13/05/2020,8,1704,,,
Croydon,E09000008,14/05/2020,9,1713,,,
Croydon,E09000008,15/05/2020,9,1722,,,
Croydon,E09000008,16/05/2020,9,1731,,,
Croydon,E09000008,17/05/2020,2,1733,,,
Croydon,E09000008,18/05/2020,5,1738,,,
Croydon,E09000008,19/05/2020,7,1745,,,
Croydon,E09000008,20/05/2020,12,1757,,,
Croydon,E09000008,21/05/2020,9,1766,,,
Croydon,E09000008,22/05/2020,3,1769,,,
Croydon,E09000008,23/05/2020,8,1777,,,
Croydon,E09000008,24/05/2020,3,1780,,,
Croydon,E09000008,25/05/2020,6,1786,,,
Croydon,E09000008,26/05/2020,5,1791,,,
Croydon,E09000008,27/05/2020,5,1796,,,
Croydon,E09000008,28/05/2020,1,1797,,,
Croydon,E09000008,29/05/2020,5,1802,,,
Croydon,E09000008,30/05/2020,0,1802,,,
Croydon,E09000008,31/05/2020,1,1803,,,
Croydon,E09000008,01/06/2020,1,1804,,,
Croydon,E09000008,02/06/2020,5,1809,,,
Croydon,E09000008,03/06/2020,2,1811,,,
Croydon,E09000008,04/06/2020,2,1813,,,
Croydon,E09000008,05/06/2020,3,1816,,,
Croydon,E09000008,06/06/2020,2,1818,,,
Croydon,E09000008,07/06/2020,1,1819,,,
Croydon,E09000008,08/06/2020,2,1821,,,
Croydon,E09000008,09/06/2020,3,1824,,,
Croydon,E09000008,10/06/2020,0,1824,,,
Croydon,E09000008,11/06/2020,3,1827,,,
Croydon,E09000008,12/06/2020,0,1827,,,
Croydon,E09000008,13/06/2020,0,1827,,,
Croydon,E09000008,14/06/2020,1,1828,,,
Croydon,E09000008,15/06/2020,0,1828,,,
Croydon,E09000008,16/06/2020,0,1828,,,
Croydon,E09000008,17/06/2020,1,1829,,,
Croydon,E09000008,18/06/2020,2,1831,,,
Croydon,E09000008,19/06/2020,0,1831,,,
Croydon,E09000008,20/06/2020,2,1833,,,
Croydon,E09000008,21/06/2020,1,1834,,,
Croydon,E09000008,22/06/2020,1,1835,,,
Croydon,E09000008,23/06/2020,1,1836,,,
Croydon,E09000008,24/06/2020,4,1840,,,
Croydon,E09000008,25/06/2020,2,1842,,,
Croydon,E09000008,26/06/2020,3,1845,,,
Croydon,E09000008,27/06/2020,0,1845,,,
Croydon,E09000008,28/06/2020,0,1845,,,
Croydon,E09000008,29/06/2020,0,1845,,,
Croydon,E09000008,30/06/2020,2,1847,,,
Croydon,E09000008,01/07/2020,0,1847,,,
Croydon,E09000008,02/07/2020,1,1848,,,
Croydon,E09000008,03/07/2020,1,1849,,,
Croydon,E09000008,04/07/2020,0,1849,,,
Croydon,E09000008,05/07/2020,2,1851,,,
Croydon,E09000008,06/07/2020,7,1858,,,
Croydon,E09000008,07/07/2020,0,1858,,,
Croydon,E09000008,08/07/2020,1,1859,,,
Croydon,E09000008,09/07/2020,2,1861,,,
Croydon,E09000008,10/07/2020,1,1862,,,
Croydon,E09000008,11/07/2020,1,1863,,,
Croydon,E09000008,12/07/2020,1,1864,,,
Croydon,E09000008,13/07/2020,0,1864,,,
Croydon,E09000008,14/07/2020,1,1865,,,
Croydon,E09000008,15/07/2020,2,1867,,,
Croydon,E09000008,16/07/2020,2,1869,,,
Croydon,E09000008,17/07/2020,1,1870,,,
Croydon,E09000008,18/07/2020,0,1870,,,
Croydon,E09000008,19/07/2020,1,1871,,,
Croydon,E09000008,20/07/2020,2,1873,,,
Croydon,E09000008,21/07/2020,1,1874,,,
Croydon,E09000008,22/07/2020,3,1877,,,
Croydon,E09000008,23/07/2020,0,1877,,,
Croydon,E09000008,24/07/2020,1,1878,,,
Croydon,E09000008,25/07/2020,2,1880,,,
Croydon,E09000008,26/07/2020,2,1882,,,
Croydon,E09000008,27/07/2020,4,1886,,,
Croydon,E09000008,28/07/2020,2,1888,,,
Croydon,E09000008,29/07/2020,3,1891,,,
Croydon,E09000008,30/07/2020,2,1893,,,
Croydon,E09000008,31/07/2020,0,1893,,,
Croydon,E09000008,01/08/2020,0,1893,,,
Croydon,E09000008,02/08/2020,0,1893,,,
Croydon,E09000008,03/08/2020,4,1897,,,
Croydon,E09000008,04/08/2020,3,1900,,,
Croydon,E09000008,05/08/2020,1,1901,,,
Croydon,E09000008,06/08/2020,0,1901,,,
Croydon,E09000008,07/08/2020,5,1906,,,
Croydon,E09000008,08/08/2020,2,1908,,,
Croydon,E09000008,09/08/2020,1,1909,,,
Croydon,E09000008,10/08/2020,4,1913,,,
Croydon,E09000008,11/08/2020,2,1915,,,
Croydon,E09000008,12/08/2020,5,1920,,,
Croydon,E09000008,13/08/2020,2,1922,,,
Croydon,E09000008,14/08/2020,4,1926,,,
Croydon,E09000008,15/08/2020,0,1926,,,
Croydon,E09000008,16/08/2020,2,1928,,,
Croydon,E09000008,17/08/2020,11,1939,,,
Croydon,E09000008,18/08/2020,6,1945,,,
Croydon,E09000008,19/08/2020,4,1949,,,
Croydon,E09000008,20/08/2020,6,1955,,,
Croydon,E09000008,21/08/2020,2,1957,,,
Croydon,E09000008,22/08/2020,2,1959,,,
Croydon,E09000008,23/08/2020,2,1961,,,
Croydon,E09000008,24/08/2020,13,1974,,,
Croydon,E09000008,25/08/2020,4,1978,,,
Croydon,E09000008,26/08/2020,3,1981,,,
Croydon,E09000008,27/08/2020,5,1986,,,
Croydon,E09000008,28/08/2020,7,1993,,,
Croydon,E09000008,29/08/2020,5,1998,,,
Croydon,E09000008,30/08/2020,4,2002,,,
Croydon,E09000008,31/08/2020,9,2011,,,
Croydon,E09000008,01/09/2020,13,2024,,,
Croydon,E09000008,02/09/2020,20,2044,,,
Croydon,E09000008,03/09/2020,9,2053,,,
Croydon,E09000008,04/09/2020,13,2066,,,
Croydon,E09000008,05/09/2020,7,2073,,,
Croydon,E09000008,06/09/2020,3,2076,,,
Croydon,E09000008,07/09/2020,10,2086,,,
Croydon,E09000008,08/09/2020,19,2105,,,
Croydon,E09000008,09/09/2020,8,2113,,,
Croydon,E09000008,10/09/2020,12,2125,,,
Croydon,E09000008,11/09/2020,5,2130,,,
Croydon,E09000008,12/09/2020,3,2133,,,
Croydon,E09000008,13/09/2020,4,2137,,,
Croydon,E09000008,14/09/2020,6,2143,,,
Croydon,E09000008,15/09/2020,9,2152,,,
Croydon,E09000008,16/09/2020,7,2159,,,
Croydon,E09000008,17/09/2020,6,2165,,,
Croydon,E09000008,18/09/2020,20,2185,,,
Croydon,E09000008,19/09/2020,5,2190,,,
Croydon,E09000008,20/09/2020,8,2198,,,
Croydon,E09000008,21/09/2020,11,2209,,,
Croydon,E09000008,22/09/2020,13,2222,,,
Croydon,E09000008,23/09/2020,7,2229,,,
Croydon,E09000008,24/09/2020,15,2244,,,
Croydon,E09000008,25/09/2020,16,2260,,,
Croydon,E09000008,26/09/2020,17,2277,,,
Croydon,E09000008,27/09/2020,15,2292,,,
Croydon,E09000008,28/09/2020,13,2305,,,
Croydon,E09000008,29/09/2020,6,2311,,,
Croydon,E09000008,30/09/2020,0,2311,,,
Ealing,E09000009,11/02/2020,0,0,,,
Ealing,E09000009,12/02/2020,0,0,,,
Ealing,E09000009,13/02/2020,0,0,,,
Ealing,E09000009,14/02/2020,0,0,,,
Ealing,E09000009,15/02/2020,0,0,,,
Ealing,E09000009,16/02/2020,0,0,,,
Ealing,E09000009,17/02/2020,0,0,,,
Ealing,E09000009,18/02/2020,0,0,,,
Ealing,E09000009,19/02/2020,0,0,,,
Ealing,E09000009,20/02/2020,0,0,,,
Ealing,E09000009,21/02/2020,0,0,,,
Ealing,E09000009,22/02/2020,0,0,,,
Ealing,E09000009,23/02/2020,0,0,,,
Ealing,E09000009,24/02/2020,0,0,,,
Ealing,E09000009,25/02/2020,1,1,,,
Ealing,E09000009,26/02/2020,0,1,,,
Ealing,E09000009,27/02/2020,0,1,,,
Ealing,E09000009,28/02/2020,0,1,,,
Ealing,E09000009,29/02/2020,0,1,,,
Ealing,E09000009,01/03/2020,0,1,,,
Ealing,E09000009,02/03/2020,1,2,,,
Ealing,E09000009,03/03/2020,1,3,,,
Ealing,E09000009,04/03/2020,1,4,,,
Ealing,E09000009,05/03/2020,1,5,,,
Ealing,E09000009,06/03/2020,0,5,,,
Ealing,E09000009,07/03/2020,1,6,,,
Ealing,E09000009,08/03/2020,1,7,,,
Ealing,E09000009,09/03/2020,0,7,,,
Ealing,E09000009,10/03/2020,5,12,,,
Ealing,E09000009,11/03/2020,10,22,,,
Ealing,E09000009,12/03/2020,3,25,,,
Ealing,E09000009,13/03/2020,3,28,,,
Ealing,E09000009,14/03/2020,2,30,,,
Ealing,E09000009,15/03/2020,8,38,,,
Ealing,E09000009,16/03/2020,14,52,,,
Ealing,E09000009,17/03/2020,9,61,,,
Ealing,E09000009,18/03/2020,18,79,,,
Ealing,E09000009,19/03/2020,18,97,,,
Ealing,E09000009,20/03/2020,16,113,,,
Ealing,E09000009,21/03/2020,12,125,,,
Ealing,E09000009,22/03/2020,18,143,,,
Ealing,E09000009,23/03/2020,29,172,,,
Ealing,E09000009,24/03/2020,34,206,,,
Ealing,E09000009,25/03/2020,36,242,,,
Ealing,E09000009,26/03/2020,29,271,,,
Ealing,E09000009,27/03/2020,37,308,,,
Ealing,E09000009,28/03/2020,20,328,,,
Ealing,E09000009,29/03/2020,25,353,,,
Ealing,E09000009,30/03/2020,30,383,,,
Ealing,E09000009,31/03/2020,39,422,,,
Ealing,E09000009,01/04/2020,26,448,,,
Ealing,E09000009,02/04/2020,43,491,,,
Ealing,E09000009,03/04/2020,30,521,,,
Ealing,E09000009,04/04/2020,26,547,,,
Ealing,E09000009,05/04/2020,14,561,,,
Ealing,E09000009,06/04/2020,30,591,,,
Ealing,E09000009,07/04/2020,43,634,,,
Ealing,E09000009,08/04/2020,36,670,,,
Ealing,E09000009,09/04/2020,30,700,,,
Ealing,E09000009,10/04/2020,45,745,,,
Ealing,E09000009,11/04/2020,26,771,,,
Ealing,E09000009,12/04/2020,28,799,,,
Ealing,E09000009,13/04/2020,35,834,,,
Ealing,E09000009,14/04/2020,27,861,,,
Ealing,E09000009,15/04/2020,44,905,,,
Ealing,E09000009,16/04/2020,25,930,,,
Ealing,E09000009,17/04/2020,22,952,,,
Ealing,E09000009,18/04/2020,20,972,,,
Ealing,E09000009,19/04/2020,17,989,,,
Ealing,E09000009,20/04/2020,24,1013,,,
Ealing,E09000009,21/04/2020,22,1035,,,
Ealing,E09000009,22/04/2020,15,1050,,,
Ealing,E09000009,23/04/2020,17,1067,,,
Ealing,E09000009,24/04/2020,22,1089,,,
Ealing,E09000009,25/04/2020,16,1105,,,
Ealing,E09000009,26/04/2020,18,1123,,,
Ealing,E09000009,27/04/2020,19,1142,,,
Ealing,E09000009,28/04/2020,16,1158,,,
Ealing,E09000009,29/04/2020,23,1181,,,
Ealing,E09000009,30/04/2020,20,1201,,,
Ealing,E09000009,01/05/2020,18,1219,,,
Ealing,E09000009,02/05/2020,21,1240,,,
Ealing,E09000009,03/05/2020,7,1247,,,
Ealing,E09000009,04/05/2020,12,1259,,,
Ealing,E09000009,05/05/2020,7,1266,,,
Ealing,E09000009,06/05/2020,12,1278,,,
Ealing,E09000009,07/05/2020,20,1298,,,
Ealing,E09000009,08/05/2020,15,1313,,,
Ealing,E09000009,09/05/2020,4,1317,,,
Ealing,E09000009,10/05/2020,2,1319,,,
Ealing,E09000009,11/05/2020,10,1329,,,
Ealing,E09000009,12/05/2020,11,1340,,,
Ealing,E09000009,13/05/2020,24,1364,,,
Ealing,E09000009,14/05/2020,19,1383,,,
