count,rate,GROUP,date,day
86252,2356.23,Medium poverty,2020-08-06,81
54187,2550.18,High poverty,2020-08-06,81
40367,2964.03,Very high poverty,2020-08-06,81
35959,1943.57,Low poverty,2020-08-07,82
86409,2360.73,Medium poverty,2020-08-07,82
54329,2557.05,High poverty,2020-08-07,82
40465,2971.14,Very high poverty,2020-08-07,82
36005,1946.4,Low poverty,2020-08-08,83
86483,2362.82,Medium poverty,2020-08-08,83
54391,2560.12,High poverty,2020-08-08,83
40511,2974.45,Very high poverty,2020-08-08,83
36044,1948.79,Low poverty,2020-08-09,84
86596,2366.07,Medium poverty,2020-08-09,84
54482,2564.54,High poverty,2020-08-09,84
40584,2979.77,Very high poverty,2020-08-09,84
36074,1950.66,Low poverty,2020-08-10,85
86669,2368.15,Medium poverty,2020-08-10,85
54566,2568.53,High poverty,2020-08-10,85
40635,2983.57,Very high poverty,2020-08-10,85
36109,1952.95,Low poverty,2020-08-11,86
86767,2370.9,Medium poverty,2020-08-11,86
54630,2571.59,High poverty,2020-08-11,86
40673,2986.38,Very high poverty,2020-08-11,86
36164,1956.27,Low poverty,2020-08-12,87
86911,2374.95,Medium poverty,2020-08-12,87
54729,2576.3,High poverty,2020-08-12,87
40756,2992.33,Very high poverty,2020-08-12,87
36226,1960.15,Low poverty,2020-08-13,88
87055,2378.94,Medium poverty,2020-08-13,88
54841,2581.8,High poverty,2020-08-13,88
40872,3000.71,Very high poverty,2020-08-13,88
36261,1962.16,Low poverty,2020-08-14,89
87176,2382.36,Medium poverty,2020-08-14,89
54923,2585.66,High poverty,2020-08-14,89
40951,3006.45,Very high poverty,2020-08-14,89
36298,1964.35,Low poverty,2020-08-15,90
87303,2386.12,Medium poverty,2020-08-15,90
55003,2589.59,High poverty,2020-08-15,90
41060,3014.29,Very high poverty,2020-08-15,90
36361,1967.8,Low poverty,2020-08-16,91
87450,2390.31,Medium poverty,2020-08-16,91
55101,2594.26,High poverty,2020-08-16,91
41144,3020.42,Very high poverty,2020-08-16,91
36388,1969.34,Low poverty,2020-08-17,92
87537,2392.82,Medium poverty,2020-08-17,92
55144,2596.38,High poverty,2020-08-17,92
41190,3023.7,Very high poverty,2020-08-17,92
36413,1970.75,Low poverty,2020-08-18,93
87622,2395.36,Medium poverty,2020-08-18,93
55200,2599.06,High poverty,2020-08-18,93
41220,3025.82,Very high poverty,2020-08-18,93
36441,1972.26,Low poverty,2020-08-19,94
87755,2399.24,Medium poverty,2020-08-19,94
55270,2602.48,High poverty,2020-08-19,94
41270,3029.4,Very high poverty,2020-08-19,94
36503,1976.21,Low poverty,2020-08-20,95
87871,2402.74,Medium poverty,2020-08-20,95
55367,2607.19,High poverty,2020-08-20,95
41324,3033.3,Very high poverty,2020-08-20,95
36546,1978.78,Low poverty,2020-08-21,96
87967,2405.43,Medium poverty,2020-08-21,96
55440,2610.75,High poverty,2020-08-21,96
41371,3036.75,Very high poverty,2020-08-21,96
36591,1981.49,Low poverty,2020-08-22,97
88047,2407.79,Medium poverty,2020-08-22,97
55494,2613.42,High poverty,2020-08-22,97
41414,3039.9,Very high poverty,2020-08-22,97
36638,1984.44,Low poverty,2020-08-23,98
88162,2411.21,Medium poverty,2020-08-23,98
55565,2616.79,High poverty,2020-08-23,98
41475,3044.32,Very high poverty,2020-08-23,98
36667,1986.09,Low poverty,2020-08-24,99
88241,2413.63,Medium poverty,2020-08-24,99
55612,2619.05,High poverty,2020-08-24,99
41510,3046.85,Very high poverty,2020-08-24,99
36688,1987.19,Low poverty,2020-08-25,100
88300,2415.3,Medium poverty,2020-08-25,100
55660,2621.39,High poverty,2020-08-25,100
41561,3050.43,Very high poverty,2020-08-25,100
36714,1988.76,Low poverty,2020-08-26,101
88372,2417.28,Medium poverty,2020-08-26,101
55720,2624.34,High poverty,2020-08-26,101
41600,3053.25,Very high poverty,2020-08-26,101
36756,1991.34,Low poverty,2020-08-27,102
88433,2418.9,Medium poverty,2020-08-27,102
55793,2627.85,High poverty,2020-08-27,102
41648,3056.64,Very high poverty,2020-08-27,102
36789,1993.33,Low poverty,2020-08-28,103
88549,2422.26,Medium poverty,2020-08-28,103
55871,2631.61,High poverty,2020-08-28,103
41720,3061.81,Very high poverty,2020-08-28,103
36823,1995.49,Low poverty,2020-08-29,104
88642,2424.96,Medium poverty,2020-08-29,104
55931,2634.54,High poverty,2020-08-29,104
41775,3065.8,Very high poverty,2020-08-29,104
36852,1997.17,Low poverty,2020-08-30,105
88727,2427.42,Medium poverty,2020-08-30,105
56000,2637.85,High poverty,2020-08-30,105
41818,3068.89,Very high poverty,2020-08-30,105
36883,1999.09,Low poverty,2020-08-31,106
88806,2429.7,Medium poverty,2020-08-31,106
56048,2640.16,High poverty,2020-08-31,106
41860,3071.93,Very high poverty,2020-08-31,106
36921,2001.35,Low poverty,2020-09-01,107
88922,2433.09,Medium poverty,2020-09-01,107
56137,2644.5,High poverty,2020-09-01,107
41910,3075.47,Very high poverty,2020-09-01,107
36967,2004.29,Low poverty,2020-09-02,108
89008,2435.59,Medium poverty,2020-09-02,108
56216,2648.37,High poverty,2020-09-02,108
41956,3078.88,Very high poverty,2020-09-02,108
37017,2007.48,Low poverty,2020-09-03,109
89123,2438.97,Medium poverty,2020-09-03,109
56321,2653.54,High poverty,2020-09-03,109
42030,3084.23,Very high poverty,2020-09-03,109
37061,2010.25,Low poverty,2020-09-04,110
89209,2441.36,Medium poverty,2020-09-04,110
56389,2656.87,High poverty,2020-09-04,110
42056,3086.11,Very high poverty,2020-09-04,110
37104,2012.86,Low poverty,2020-09-05,111
89322,2444.62,Medium poverty,2020-09-05,111
56494,2661.89,High poverty,2020-09-05,111
42103,3089.59,Very high poverty,2020-09-05,111
37151,2015.78,Low poverty,2020-09-07,113
89413,2447.18,Medium poverty,2020-09-07,113
56561,2665.17,High poverty,2020-09-07,113
42126,3091.27,Very high poverty,2020-09-07,113
37189,2017.97,Low poverty,2020-09-08,114
89487,2449.25,Medium poverty,2020-09-08,114
56621,2667.9,High poverty,2020-09-08,114
42153,3093.22,Very high poverty,2020-09-08,114
37231,2020.54,Low poverty,2020-09-09,115
89568,2451.64,Medium poverty,2020-09-09,115
56677,2670.56,High poverty,2020-09-09,115
42175,3094.85,Very high poverty,2020-09-09,115
37338,2027.11,Low poverty,2020-09-10,116
89760,2457.22,Medium poverty,2020-09-10,116
56790,2675.97,High poverty,2020-09-10,116
42251,3100.27,Very high poverty,2020-09-10,116
37383,2029.93,Low poverty,2020-09-11,117
89848,2459.65,Medium poverty,2020-09-11,117
56853,2679.02,High poverty,2020-09-11,117
42277,3101.95,Very high poverty,2020-09-11,117
37437,2033.23,Low poverty,2020-09-12,118
89968,2463.09,Medium poverty,2020-09-12,118
56920,2682.24,High poverty,2020-09-12,118
42319,3104.86,Very high poverty,2020-09-12,118
37524,2038.64,Low poverty,2020-09-14,120
90130,2467.76,Medium poverty,2020-09-14,120
57038,2687.87,High poverty,2020-09-14,120
42383,3109.36,Very high poverty,2020-09-14,120
37592,2042.68,Low poverty,2020-09-15,121
90255,2471.51,Medium poverty,2020-09-15,121
57123,2691.95,High poverty,2020-09-15,121
42452,3114.3,Very high poverty,2020-09-15,121
37635,2045.43,Low poverty,2020-09-16,122
90351,2474.33,Medium poverty,2020-09-16,122
57200,2695.75,High poverty,2020-09-16,122
42489,3116.98,Very high poverty,2020-09-16,122
37685,2048.12,Low poverty,2020-09-17,123
90460,2477.5,Medium poverty,2020-09-17,123
57285,2699.89,High poverty,2020-09-17,123
42521,3119.16,Very high poverty,2020-09-17,123
37742,2051.51,Low poverty,2020-09-18,124
90605,2481.82,Medium poverty,2020-09-18,124
57368,2703.85,High poverty,2020-09-18,124
42566,3122.44,Very high poverty,2020-09-18,124
37827,2057.02,Low poverty,2020-09-19,125
90942,2491.78,Medium poverty,2020-09-19,125
57526,2711.55,High poverty,2020-09-19,125
42624,3126.41,Very high poverty,2020-09-19,125
37857,2058.86,Low poverty,2020-09-20,126
91004,2493.6,Medium poverty,2020-09-20,126
57602,2715.28,High poverty,2020-09-20,126
42646,3127.91,Very high poverty,2020-09-20,126
37918,2062.45,Low poverty,2020-09-21,127
91140,2497.55,Medium poverty,2020-09-21,127
57677,2718.95,High poverty,2020-09-21,127
42693,3131.32,Very high poverty,2020-09-21,127
37975,2065.81,Low poverty,2020-09-22,128
91262,2501.23,Medium poverty,2020-09-22,128
57747,2722.45,High poverty,2020-09-22,128
42729,3133.76,Very high poverty,2020-09-22,128
38009,2067.76,Low poverty,2020-09-23,129
91353,2503.83,Medium poverty,2020-09-23,129
57789,2724.46,High poverty,2020-09-23,129
42762,3136.14,Very high poverty,2020-09-23,129
38068,2071.59,Low poverty,2020-09-24,130
91506,2508.35,Medium poverty,2020-09-24,130
57898,2729.71,High poverty,2020-09-24,130
42818,3140.22,Very high poverty,2020-09-24,130
38138,2075.76,Low poverty,2020-09-25,131
91680,2513.52,Medium poverty,2020-09-25,131
57984,2733.86,High poverty,2020-09-25,131
42884,3144.99,Very high poverty,2020-09-25,131
38196,2079.1,Low poverty,2020-09-26,132
91850,2518.64,Medium poverty,2020-09-26,132
58100,2739.61,High poverty,2020-09-26,132
42947,3149.53,Very high poverty,2020-09-26,132
38234,2081.59,Low poverty,2020-09-27,133
91996,2523.03,Medium poverty,2020-09-27,133
58184,2743.68,High poverty,2020-09-27,133
43015,3154.48,Very high poverty,2020-09-27,133
38278,2084.4,Low poverty,2020-09-28,134
92141,2527.15,Medium poverty,2020-09-28,134
58297,2749.17,High poverty,2020-09-28,134
43079,3159.03,Very high poverty,2020-09-28,134
38348,2088.67,Low poverty,2020-09-29,135
92292,2531.72,Medium poverty,2020-09-29,135
58428,2755.46,High poverty,2020-09-29,135
43126,3162.37,Very high poverty,2020-09-29,135
38417,2093.12,Low poverty,2020-09-30,136
92484,2537.38,Medium poverty,2020-09-30,136
58568,2762.07,High poverty,2020-09-30,136
43206,3168.16,Very high poverty,2020-09-30,136
38488,2097.56,Low poverty,2020-10-01,137
92672,2542.84,Medium poverty,2020-10-01,137
58685,2767.71,High poverty,2020-10-01,137
43286,3173.77,Very high poverty,2020-10-01,137
38571,2103,Low poverty,2020-10-02,138
92919,2550.31,Medium poverty,2020-10-02,138
58846,2775.5,High poverty,2020-10-02,138
43365,3179.55,Very high poverty,2020-10-02,138
38665,2108.85,Low poverty,2020-10-03,139
93171,2557.99,Medium poverty,2020-10-03,139
59036,2784.86,High poverty,2020-10-03,139
43429,3184.12,Very high poverty,2020-10-03,139
38752,2114.56,Low poverty,2020-10-04,140
93403,2564.91,Medium poverty,2020-10-04,140
59179,2791.86,High poverty,2020-10-04,140
43505,3189.62,Very high poverty,2020-10-04,140
38815,2118.49,Low poverty,2020-10-05,141
93572,2569.8,Medium poverty,2020-10-05,141
59296,2797.53,High poverty,2020-10-05,141
43599,3196.39,Very high poverty,2020-10-05,141
38876,2122.3,Low poverty,2020-10-06,142
93765,2575.49,Medium poverty,2020-10-06,142
59410,2803.03,High poverty,2020-10-06,142
43663,3201.09,Very high poverty,2020-10-06,142
38960,2127.53,Low poverty,2020-10-07,143
93995,2582.22,Medium poverty,2020-10-07,143
59576,2811.24,High poverty,2020-10-07,143
43739,3206.6,Very high poverty,2020-10-07,143
39036,2131.96,Low poverty,2020-10-08,144
94155,2586.86,Medium poverty,2020-10-08,144
59698,2817.21,High poverty,2020-10-08,144
43817,3212.27,Very high poverty,2020-10-08,144
39130,2137.45,Low poverty,2020-10-09,145
94439,2595.32,Medium poverty,2020-10-09,145
59876,2825.72,High poverty,2020-10-09,145
43882,3216.88,Very high poverty,2020-10-09,145
39279,2146.32,Low poverty,2020-10-10,146
94704,2603.13,Medium poverty,2020-10-10,146
60053,2834.28,High poverty,2020-10-10,146
43964,3222.78,Very high poverty,2020-10-10,146
39354,2151.29,Low poverty,2020-10-11,147
94871,2608.03,Medium poverty,2020-10-11,147
60189,2840.9,High poverty,2020-10-11,147
44068,3230.36,Very high poverty,2020-10-11,147
39402,2154.12,Low poverty,2020-10-12,148
95016,2612.3,Medium poverty,2020-10-12,148
60285,2845.53,High poverty,2020-10-12,148
44130,3234.81,Very high poverty,2020-10-12,148
39467,2158.1,Low poverty,2020-10-13,149
95187,2617.16,Medium poverty,2020-10-13,149
60383,2850.29,High poverty,2020-10-13,149
44184,3238.73,Very high poverty,2020-10-13,149
39549,2162.77,Low poverty,2020-10-14,150
95409,2623.74,Medium poverty,2020-10-14,150
60527,2857.3,High poverty,2020-10-14,150
44247,3243.09,Very high poverty,2020-10-14,150
39621,2167.23,Low poverty,2020-10-15,151
95574,2628.41,Medium poverty,2020-10-15,151
60672,2864.39,High poverty,2020-10-15,151
44303,3247.14,Very high poverty,2020-10-15,151
39701,2172.02,Low poverty,2020-10-16,152
95809,2635.36,Medium poverty,2020-10-16,152
60801,2870.75,High poverty,2020-10-16,152
44421,3255.68,Very high poverty,2020-10-16,152
39812,2179.06,Low poverty,2020-10-17,153
96030,2641.87,Medium poverty,2020-10-17,153
60949,2877.98,High poverty,2020-10-17,153
44497,3261.25,Very high poverty,2020-10-17,153
39876,2182.83,Low poverty,2020-10-18,154
